kpn,등록번호,근교계수,아비,조부,외조부,12개월체중 육종가,12개월체중 정확도,도체중 육종가,도체중 정확도,등심단면적 육종가,등심단면적 정확도,등지방두께 육종가,등지방두께 정확도,근내지방도 육종가,근내지방도 정확도,12개월체중 표준화육종가,도체중 표준화육종가,등심단면적 표준화육종가,등지방두께 표준화육종가,근내지방도 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,안심중량 육종가,안심중량 정확도,등심중량 육종가,등심중량 정확도,채끝중량육종가,채끝중량정확도,목심중량 육종가,목심중량 정확도,앞다리중량 육종가,앞다리중량 정확도,우둔중량 육종가,우둔중량 정확도,설도중량 육종가,설도중량 정확도,사태중량 육종가,사태중량 정확도,양지중량 육종가,양지중량 정확도,갈비중량 육종가,갈비중량 정확도,안심중량 표준화육종가,등심중량 표준화육종가,채끝중량 표준화육종가,목심중량 표준화육종가,앞다리중량 표준화육종가,우둔중량 표준화육종가,설도중량 표준화육종가,사태중량 표준화육종가,양지중량 표준화육종가,갈비중량 표준화육종가,안심비율 육종가,안심비율 정확도,등심비율 육종가,등심비율 정확도,채끝비율 육종가,채끝비율 정확도,목심비율 육종가,목심비율 정확도,앞다리비율 육종가,앞다리비율 정확도,우둔비율 육종가,우둔비율 정확도,설도비율 육종가,설도비율 정확도,사태비율 육종가,사태비율 정확도,양지비율 육종가,양지비율 정확도,갈비비율 육종가,갈비비율 정확도,안심비율 표준화육종가,등심비율 표준화육종가,채끝비율 표준화육종가,목심비율 표준화육종가,앞다리비율  표준화육종가,우둔비율 표준화육종가,설도비율 표준화육종가,사태비율 표준화육종가,양지비율 표준화육종가,갈비비율 표준화육종가
KPN625,221667964,0.00%,KPN333,KPN123,KPN132,21.6599,0.78,12.1311,0.81,-4.3124,0.83,5.4712,0.83,-2.7017,0.85,0.6517,0.2176,-1.1667,3.1701,-2.7187,0.18075982,0.85,0.62154311,0.85,1.6638,0.83,-0.0605,0.8,0.6098,0.77,0.6448,0.78,0.2584,0.78,0.7284,0.81,0.2076,0.77,1.475,0.79,0.0758,0.2675,0.4808,0.1791,0.5646,0.5199,0.2349,0.5709,0.1708,0.7476,-0.8568,0.81,-0.9294,0.79,0.0941,0.76,-0.9263,0.66,0.0801,0.67,-0.4173,0.86,-0.0589,0.71,-0.1789,0.72,0.0858,0.69,2.343,0.74,-0.4276,-0.5043,0.0332,-1.2438,0.2816,-0.3521,0.0268,-0.3016,0.2027,1.023,0.0083,0.69,-0.5766,0.77,-0.0224,0.74,0.2876,0.6,-0.0616,0.72,-0.254,0.72,0.7201,0.73,0.3109,0.71,0.9118,0.67,2.5573,0.74,-0.8931,-1.4308,-1.1687,-0.6262,-1.0464,-1.0263,-0.6528,-0.608,-0.4185,-0.375,-0.0821,0.59,-0.6701,0.69,-0.1353,0.62,-0.1418,0.46,-0.3802,0.56,-0.3774,0.62,-0.313,0.6,-0.1352,0.55,-0.2195,0.5,-0.1471,0.55,-1.1755,-2.783,-2.0789,-0.9503,-1.8751,-1.5205,-1.1698,-1.0159,-0.8069,-0.7387
KPN626,221640271,0.00%,KPN279,KPN109,KPN212,-10.1332,0.96,6.2477,0.92,13.4866,0.9,-3.9584,0.9,1.7949,0.91,-1.2248,-0.0532,2.4719,-2.3145,1.9742,0.41684759,0.96,0.34321353,0.96,-1.488,0.95,-0.2696,0.95,-1.052,0.92,-0.2576,0.94,-0.3893,0.93,-0.6558,0.95,-0.2847,0.93,-2.1508,0.94,0.2165,0.1103,-1.0078,-0.0855,-1.6431,-0.7829,-0.6947,-0.9887,-0.8792,-1.0325,2.9551,0.88,2.7691,0.87,1.2933,0.84,0.8245,0.76,-0.3613,0.77,1.2511,0.91,-0.2527,0.8,-0.2559,0.81,0.0262,0.78,1.3415,0.82,1.3884,1.3536,0.5733,1.4558,-0.2625,0.7606,-0.1908,-0.4583,0.1225,0.6347,0.3936,0.87,5.1649,0.9,0.9781,0.89,1.9605,0.82,1.9036,0.9,1.9607,0.89,2.7223,0.9,0.7657,0.89,1.744,0.84,2.8552,0.88,0.1912,0.9646,0.742,0.8675,0.0726,0.5216,0.2088,-0.1115,0.0612,-0.277,0.0363,0.84,0.9452,0.87,0.1911,0.84,0.3656,0.75,0.247,0.86,0.3124,0.87,0.3678,0.86,0.046,0.83,0.185,0.75,0.1344,0.82,0.7274,2.4077,1.88,1.7402,0.6406,1.2812,0.9432,0.4007,0.8758,0.1796
KPN627,221737798,0.00%,KPN256,KPN103,KPN216,9.2897,0.82,-0.5969,0.8,-3.2062,0.8,0.4805,0.8,-0.5369,0.83,-0.0784,-0.3683,-0.9406,0.2674,-0.4595,-1.04152763,0.85,-1.23946691,0.85,-0.9328,0.83,-0.7549,0.8,-0.3846,0.77,-0.1095,0.78,-0.546,0.78,-0.4103,0.81,-0.4837,0.77,-2.2995,0.79,-0.6527,-0.7835,-0.7456,-0.6994,-0.7565,-0.569,-0.9196,-0.7121,-1.3037,-1.1055,-0.3549,0.79,0.2851,0.77,3.2561,0.73,0.3776,0.62,-0.0203,0.63,-0.1734,0.84,-0.3576,0.67,-0.0474,0.68,0.5079,0.65,-2.195,0.71,-0.1885,0.1058,1.4572,0.7667,0.1578,-0.1894,-0.3086,-0.0343,0.7703,-0.7365,0.0733,0.66,1.4564,0.76,0.3129,0.73,0.1382,0.56,0.691,0.7,0.2707,0.69,0.6128,0.72,0.349,0.69,1.115,0.64,1.7318,0.73,-0.7101,-0.5826,-0.5283,-0.7595,-0.6179,-0.6596,-0.699,-0.5664,-0.3014,-0.6466,-0.0118,0.55,0.1915,0.65,0.0529,0.58,-0.0487,0.39,0.0493,0.51,-0.0417,0.58,-0.0239,0.55,0.0161,0.5,0.1222,0.43,0.0992,0.49,-0.046,-0.0144,0.2039,-0.4565,-0.1524,-0.1569,-0.2725,0.1674,0.6146,0.065
KPN628,221737804,1.56%,KPN333,KPN123,KPN146,2.0478,0.91,22.1981,0.87,2.4413,0.85,0.031,0.85,0.9875,0.87,-0.5058,0.681,0.2139,0.0059,1.1316,-0.34852582,0.92,-0.36313891,0.92,-0.3217,0.91,-0.3313,0.9,0.7077,0.87,0.331,0.88,-0.1635,0.88,0.2094,0.9,0.1406,0.87,0.1153,0.89,-0.2396,-0.2886,-0.4569,-0.1636,0.6948,0.0668,-0.3706,-0.0139,0.028,0.08,1.7319,0.84,0.9792,0.82,0.094,0.79,0.6944,0.7,2.1313,0.71,1.4523,0.88,0.7606,0.74,0.2044,0.75,0.0853,0.72,4.4675,0.77,0.8057,0.4545,0.0332,1.2552,2.8101,0.8947,0.9471,0.4778,0.2019,1.8468,0.1043,0.81,2.757,0.85,0.2933,0.83,0.0774,0.75,0.1953,0.84,-0.0096,0.83,0.5821,0.84,-0.0068,0.83,0.9481,0.78,7.406,0.83,-0.6231,-0.04,-0.5657,-0.8139,-0.9001,-0.8555,-0.7122,-0.9548,-0.3976,1.2205,-0.0984,0.77,-0.0027,0.81,-0.0994,0.77,-0.2463,0.67,-0.4226,0.79,-0.4114,0.8,-0.5195,0.79,-0.3001,0.76,-0.3374,0.68,0.6833,0.74,-1.4362,-0.6385,-1.6441,-1.5043,-2.0454,-1.6586,-1.8108,-2.305,-1.2975,1.9702
KPN629,221737810,0.00%,KPN338,KPN147,KPN299,16.6332,0.75,9.9206,0.75,-0.2775,0.76,2.7372,0.76,-0.2029,0.79,0.355,0.1159,-0.3419,1.58,-0.1109,-0.5841065,0.8,-0.53184569,0.81,1.1113,0.79,-0.3898,0.75,0.6735,0.72,0.6822,0.73,0.3308,0.73,0.836,0.76,0.2358,0.72,0.4092,0.74,-0.3801,-0.3839,0.2199,-0.2375,0.6493,0.5739,0.3388,0.6922,0.2309,0.2243,-0.0772,0.77,-0.097,0.75,1.5716,0.72,-0.5345,0.62,0.3701,0.63,0.7227,0.82,-0.5353,0.67,0.2926,0.67,-0.0962,0.65,0.0674,0.7,-0.0562,-0.0862,0.6986,-0.6398,0.6391,0.4082,-0.5082,0.657,-0.0422,0.1407,0.1248,0.66,0.5228,0.73,0.2091,0.7,0.3166,0.59,0.8803,0.69,0.4865,0.69,1.0594,0.7,0.491,0.68,0.0152,0.64,2.697,0.7,-0.5652,-0.9721,-0.7266,-0.6003,-0.5101,-0.5088,-0.5069,-0.4114,-0.9355,-0.329,-0.0344,0.59,-0.2826,0.66,-0.0374,0.6,-0.0773,0.49,-0.034,0.58,-0.1095,0.62,-0.0854,0.6,-0.0403,0.56,-0.3667,0.51,0.0682,0.56,-0.4084,-1.5378,-0.8919,-0.6081,-0.4868,-0.4323,-0.4634,-0.2736,-1.4196,-0.0363
KPN630,221737812,0.00%,KPN273,KPN123,KPN054,0.7424,0.63,6.9949,0.57,1.717,0.52,2.5166,0.5,-0.6336,0.47,-0.5829,-0.0188,0.0659,1.4517,-0.5603,-0.55787402,0.73,-0.67271495,0.74,-0.9102,0.71,0.5015,0.66,-0.5689,0.64,0.0119,0.64,-0.1315,0.65,-0.3153,0.68,-0.1007,0.64,0.4214,0.65,-0.3644,-0.4634,-0.7349,0.89,-1.0013,-0.3938,-0.3248,-0.6051,-0.4867,0.2303,-1.5715,0.62,-1.3012,0.6,-0.347,0.57,-0.502,0.49,0.2044,0.5,0.4632,0.66,-0.4602,0.53,0.1441,0.54,0.1588,0.51,0.7628,0.55,-0.768,-0.6911,-0.1654,-0.5896,0.4349,0.2352,-0.4238,0.3551,0.3009,0.4103,0.0666,0.48,1.1601,0.52,0.302,0.51,0.7241,0.44,1.2861,0.51,1.1304,0.49,1.9205,0.51,0.4086,0.5,1.2457,0.48,3.2963,0.51,-0.7292,-0.7063,-0.549,-0.2364,-0.279,-0.0587,-0.1363,-0.5014,-0.226,-0.1318,-0.084,0.41,-0.262,0.44,-0.0484,0.34,-0.0612,0.34,-0.0477,0.41,-0.0256,0.43,-0.0367,0.42,-0.1257,0.37,-0.1037,0.34,0.0053,0.38,-1.2057,-1.4718,-1.025,-0.5227,-0.5417,-0.0913,-0.3124,-0.9419,-0.3251,-0.2414
KPN631,221712866,0.00%,KPN336,KPN147,KPN200,9.3473,0.86,3.109,0.84,4.0998,0.83,0.4449,0.83,0.4348,0.85,-0.075,-0.1977,0.553,0.2467,0.5547,-0.31615415,0.89,-0.78686702,0.9,0.993,0.88,0.156,0.86,-0.4835,0.83,-0.3569,0.84,-0.3179,0.84,0.1611,0.87,-0.1722,0.83,-0.1205,0.85,-0.2203,-0.5279,0.164,0.453,-0.8878,-0.9262,-0.5922,-0.0683,-0.6393,-0.0358,-0.9358,0.82,-0.2484,0.8,1.8541,0.77,0.596,0.67,-0.9471,0.68,0.5272,0.86,0.2417,0.72,0.3228,0.72,0.1063,0.7,0.7604,0.75,-0.4652,-0.1623,0.8259,1.1034,-0.9847,0.2778,0.3643,0.7184,0.2302,0.4094,0.2562,0.81,2.5775,0.84,0.406,0.83,0.9324,0.74,1.1524,0.84,-0.1411,0.84,0.3291,0.84,0.0805,0.83,-0.5947,0.77,3.173,0.81,-0.1956,-0.1149,-0.3506,-0.0504,-0.3551,-0.9474,-0.8211,-0.8595,-1.2871,-0.1724,0.0089,0.78,0.3151,0.81,0.0121,0.77,0.0693,0.67,0.0445,0.8,-0.2726,0.82,-0.2903,0.81,-0.1518,0.77,-0.5024,0.67,0.1986,0.75,0.2874,0.383,-0.2907,0.1693,-0.1719,-1.0949,-1.0995,-1.1456,-1.9841,0.389
KPN632,221677001,0.00%,KPN338,KPN147,KPN098,21.8646,0.83,7.2184,0.85,-5.2697,0.87,1.1562,0.87,-0.3079,0.89,0.6638,-0.0085,-1.3624,0.6604,-0.2205,-0.84739882,0.84,-1.18664432,0.84,0.9449,0.83,1.2637,0.79,0.922,0.76,1.3615,0.77,0.7966,0.77,0.6029,0.8,0.4354,0.76,3.6025,0.78,-0.537,-0.7537,0.1413,1.8542,0.9795,1.5546,1.0073,0.4295,0.6568,1.792,0.1119,0.86,-0.6286,0.84,0.0857,0.81,1.424,0.72,0.8825,0.73,2.0754,0.89,0.2097,0.76,0.2862,0.77,0.3525,0.74,3.875,0.79,0.0339,-0.3532,0.0295,2.3802,1.2707,1.3103,0.3284,0.6441,0.5614,1.617,0.1443,0.72,0.8013,0.8,0.1976,0.77,-0.0366,0.63,0.8542,0.75,0.1828,0.75,0.7497,0.77,0.4169,0.74,0.398,0.7,4.0291,0.77,-0.5104,-0.8559,-0.7485,-0.9157,-0.5249,-0.721,-0.6401,-0.4923,-0.7148,0.1093,-0.0473,0.62,-0.3154,0.72,-0.0639,0.66,-0.2028,0.5,-0.1293,0.59,-0.2607,0.65,-0.289,0.62,-0.1088,0.58,-0.3849,0.53,0.2965,0.58,-0.615,-1.6431,-1.2127,-1.2738,-0.8689,-1.0465,-1.0954,-0.8096,-1.4953,0.7085
KPN633,221676932,0.00%,KPN338,KPN147,KPN194,3.0861,0.77,0.6065,0.78,-3.5675,0.79,0.9658,0.8,-0.1491,0.82,-0.4446,-0.3129,-1.0144,0.5496,-0.0547,-0.07259365,0.76,-0.53738487,0.77,1.4204,0.75,0.7766,0.7,0.0667,0.68,0.0914,0.68,0.2477,0.69,-0.2723,0.72,0.0517,0.68,0.7616,0.69,-0.0752,-0.387,0.3659,1.238,-0.1568,-0.279,0.2196,-0.5566,-0.1616,0.3973,0.2928,0.79,0.7412,0.76,2.0522,0.73,0.8159,0.63,-0.3292,0.64,0.2014,0.84,-0.4523,0.68,0.5852,0.69,0.0604,0.66,-0.5911,0.71,0.1201,0.3349,0.9151,1.4426,-0.223,0.0605,-0.4149,1.252,0.1684,-0.1146,0.1595,0.67,0.3269,0.74,0.2281,0.72,-0.1027,0.59,0.6489,0.7,0.5234,0.69,0.6509,0.71,0.3163,0.69,-0.2539,0.65,0.9524,0.71,-0.4675,-1.0539,-0.6903,-0.9747,-0.6418,-0.483,-0.6826,-0.6021,-1.0906,-0.9031,0.0138,0.58,-0.094,0.67,0.0282,0.6,-0.0798,0.47,0.0652,0.56,0.0409,0.61,0.0194,0.59,0.0037,0.55,-0.2098,0.5,0.0318,0.55,0.3668,-0.9317,-0.0959,-0.6214,-0.0886,0.1787,-0.1383,0.0706,-0.7666,-0.1549
KPN634,221662971,0.00%,KPN338,KPN147,KPN098,-1.3552,0.75,-2.8688,0.77,-6.3075,0.79,3.2321,0.8,0.1915,0.82,-0.7067,-0.4729,-1.5746,1.8678,0.3008,-1.1994822,0.82,-1.3606509,0.82,-0.8175,0.8,0.2744,0.77,0.4522,0.73,1.125,0.74,0.0524,0.75,0.3524,0.78,-0.0738,0.74,1.5151,0.75,-0.7468,-0.852,-0.6911,0.6027,0.3553,1.2132,-0.0608,0.1473,-0.4293,0.7672,-3.5732,0.8,-4.4714,0.78,-2.5557,0.75,0.2613,0.65,-0.0446,0.66,0.0967,0.85,-0.9689,0.7,0.0382,0.7,-0.4461,0.68,-0.3434,0.73,-1.7217,-2.2837,-1.1601,0.5874,0.1279,-0.0093,-0.995,0.1399,-0.5128,-0.0186,-0.1111,0.75,-0.3877,0.78,-0.2144,0.77,-0.7495,0.67,-0.3195,0.78,-0.8326,0.78,-1.0358,0.78,-0.5808,0.76,-1.4145,0.7,2.3549,0.75,-1.2294,-1.352,-1.5354,-1.5522,-1.1933,-1.4307,-1.4085,-1.5816,-1.7598,-0.4416,-0.0582,0.7,-0.2803,0.75,-0.1036,0.7,-0.2606,0.59,-0.1998,0.72,-0.3376,0.74,-0.4495,0.73,-0.2291,0.69,-0.5479,0.6,0.4431,0.67,-0.791,-1.5304,-1.6943,-1.5798,-1.1519,-1.3589,-1.5936,-1.7504,-2.1736,1.1869
KPN635,221715161,0.00%,KPN281,KPN108,KPN139,6.8557,0.71,0.1292,0.73,-4.5762,0.75,2.8976,0.75,-1.029,0.79,-0.2221,-0.3349,-1.2207,1.6733,-0.973,-1.13212645,0.79,-0.95419085,0.8,-0.3978,0.77,-0.0536,0.73,0.5189,0.69,0.2948,0.7,-0.1543,0.71,-0.6238,0.74,-0.0141,0.7,1.2574,0.71,-0.7067,-0.6224,-0.4928,0.1877,0.444,0.0146,-0.3574,-0.9527,-0.302,0.6407,0.8358,0.75,-0.1228,0.72,-2.9852,0.69,0.2033,0.57,0.5244,0.57,0.5002,0.81,-1.148,0.62,0.1347,0.63,-0.3937,0.6,1.2294,0.66,0.3788,-0.0991,-1.3535,0.498,0.8293,0.2598,-1.1962,0.336,-0.4422,0.5913,-0.1896,0.59,-0.425,0.7,-0.0961,0.66,-0.2269,0.49,-0.4103,0.63,-0.64,0.62,-0.477,0.64,-0.0743,0.62,0.0965,0.58,1.8112,0.66,-1.4501,-1.3676,-1.3094,-1.0856,-1.245,-1.2961,-1.168,-1.0285,-0.8886,-0.6205,-0.0862,0.46,-0.3272,0.59,-0.0886,0.5,-0.1615,0.31,-0.2631,0.41,-0.3059,0.49,-0.3333,0.46,-0.1149,0.4,-0.1984,0.36,0.1119,0.41,-1.24,-1.681,-1.5131,-1.0548,-1.4054,-1.23,-1.2328,-0.8571,-0.7192,0.1064
KPN636,221681289,0.00%,KPN333,KPN123,KPN146,3.8697,0.76,2.6496,0.77,-2.8321,0.79,3.0163,0.8,-1.8471,0.82,-0.3983,-0.2189,-0.8641,1.7423,-1.8268,2.39665914,0.78,2.5313921,0.79,2.3537,0.77,-0.0984,0.72,-0.1899,0.69,0.6453,0.7,0.5098,0.71,0.8432,0.74,0.0368,0.7,-0.3976,0.71,1.3966,1.3462,0.8067,0.1311,-0.4977,0.5207,0.5956,0.7003,-0.1934,-0.1718,2.2306,0.78,-0.1732,0.76,1.4758,0.72,0.1633,0.62,0.2857,0.63,1.6476,0.83,0.3398,0.67,0.181,0.68,0.7211,0.65,-0.511,0.7,1.0433,-0.1245,0.6555,0.4363,0.535,1.025,0.4745,0.43,1.0572,-0.0835,0.126,0.67,0.2625,0.75,0.0494,0.72,0.4705,0.59,0.474,0.7,0.281,0.7,1.1519,0.71,0.429,0.69,0.9249,0.65,2.2352,0.72,-0.562,-1.0807,-1.0315,-0.4628,-0.7414,-0.6524,-0.467,-0.4791,-0.411,-0.481,-0.0476,0.58,-0.4089,0.67,-0.1043,0.6,-0.0625,0.46,-0.2163,0.55,-0.2148,0.61,-0.1679,0.59,-0.0876,0.54,-0.1465,0.49,-0.1369,0.54,-0.6204,-1.9435,-1.7033,-0.5294,-1.2178,-0.8601,-0.7195,-0.6436,-0.5035,-0.7055
KPN637,221718446,0.00%,KPN334,KPN147,KPN104,1.3019,0.88,21.2987,0.85,1.1594,0.84,3.4989,0.84,0.1512,0.86,-0.5499,0.6396,-0.0481,2.023,0.2587,0.82146561,0.9,0.44750866,0.91,-0.0986,0.89,1.0497,0.87,-1.2376,0.84,0.3286,0.85,-0.2628,0.85,0.4494,0.88,0.3498,0.84,0.3552,0.86,0.4577,0.1693,-0.3515,1.5835,-1.8897,0.0634,-0.5132,0.2566,0.4742,0.1978,0.2906,0.83,0.3023,0.81,1.0578,0.78,0.6821,0.67,-0.6005,0.68,0.73,0.87,-0.505,0.72,-0.0776,0.73,1.2714,0.7,1.6073,0.75,0.119,0.1144,0.4673,1.2362,-0.5575,0.4131,-0.4741,-0.0956,1.7973,0.7378,-0.0874,0.83,-0.0328,0.85,-0.0845,0.84,-0.9542,0.76,-0.1157,0.86,-0.7774,0.85,-0.4373,0.86,-0.2616,0.84,0.8266,0.78,4.6877,0.82,-1.1625,-1.2039,-1.2873,-1.7349,-1.0772,-1.3921,-1.1509,-1.233,-0.4677,0.326,-0.095,0.79,-0.4675,0.83,-0.1412,0.79,-0.4109,0.69,-0.3094,0.82,-0.4612,0.83,-0.5531,0.82,-0.2661,0.78,-0.1358,0.69,0.4638,0.77,-1.3825,-2.1319,-2.1511,-2.3771,-1.5912,-1.8608,-1.915,-2.0398,-0.459,1.2544
KPN638,221728158,0.00%,KPN273,KPN123,KPN218,3.3566,0.64,3.288,0.58,-5.2888,0.54,4.1116,0.51,-1.0945,0.5,-0.4286,-0.1895,-1.3663,2.3794,-1.0413,-1.01876163,0.74,-1.00040805,0.74,-0.4629,0.72,-0.0381,0.67,0.2663,0.65,-0.1315,0.65,-0.1635,0.66,0.0141,0.69,0.0127,0.65,0.7607,0.66,-0.6391,-0.6485,-0.5236,0.2074,0.1083,-0.6008,-0.3707,-0.234,-0.2448,0.3969,-1.3244,0.6,-1.172,0.59,-0.194,0.56,-0.0865,0.48,-0.051,0.49,-0.1827,0.65,-0.3593,0.52,0.0526,0.52,-0.0798,0.5,0.9824,0.54,-0.6503,-0.6262,-0.0965,0.0512,0.1199,-0.1957,-0.3105,0.169,-0.0201,0.4955,0.1534,0.49,0.9565,0.52,0.2541,0.52,0.7742,0.45,1.7264,0.52,1.3887,0.5,2.2354,0.52,0.5957,0.51,1.2449,0.48,2.9409,0.52,-0.4848,-0.7912,-0.6407,-0.1917,-0.0283,0.1218,-0.0007,-0.297,-0.2265,-0.2488,-0.0563,0.43,-0.309,0.45,-0.0606,0.36,-0.0365,0.36,0.0815,0.42,0.0522,0.44,0.0555,0.44,-0.0721,0.39,-0.0921,0.36,-0.0607,0.4,-0.7596,-1.6226,-1.1727,-0.3919,-0.0235,0.2244,-0.0261,-0.5226,-0.277,-0.4569
KPN639,221821585,0.00%,KPN334,KPN147,KPN268,3.8561,0.66,-1.6385,0.59,-0.9844,0.53,-1.0955,0.5,0.1228,0.48,-0.3991,-0.4162,-0.4864,-0.6493,0.2291,-0.29560316,0.75,-0.23699899,0.75,-0.0573,0.73,-0.1376,0.68,-0.1388,0.66,0.0088,0.66,0.0967,0.68,-0.2941,0.7,0.0538,0.66,-0.3203,0.67,-0.2081,-0.2173,-0.332,0.0815,-0.4298,-0.3983,0.0029,-0.5812,-0.1572,-0.1338,0.1476,0.48,0.012,0.47,-1.4409,0.46,-0.3504,0.42,-0.0973,0.42,-0.5728,0.5,-0.7297,0.44,-0.1272,0.44,0.2679,0.43,-0.8461,0.45,0.0509,-0.0314,-0.658,-0.3558,0.0629,-0.4558,-0.7264,-0.1966,0.4476,-0.2135,0.1752,0.49,1.4348,0.52,0.3149,0.52,0.6798,0.46,0.2541,0.52,-0.3452,0.5,0.1647,0.52,0.3272,0.52,-0.3458,0.49,-0.0787,0.52,-0.4235,-0.5916,-0.5245,-0.276,-0.8666,-1.09,-0.8919,-0.5902,-1.1436,-1.2424,0.0285,0.43,0.2717,0.45,0.0629,0.35,0.1451,0.37,-0.0257,0.42,-0.1655,0.44,-0.0715,0.43,0.0384,0.39,-0.2094,0.37,-0.2547,0.4,0.6023,0.2434,0.325,0.571,-0.4532,-0.6596,-0.4202,0.3413,-0.765,-1.0898
KPN640,221821613,0.20%,KPN336,KPN147,KPN260,6.7443,0.78,-18.8367,0.8,-1.1612,0.83,-3.1523,0.83,-2.7869,0.85,-0.2286,-1.2079,-0.5225,-1.8456,-2.8077,-2.48962498,0.8,-2.82240677,0.81,-2.9569,0.78,-1.1604,0.74,-0.7894,0.71,-0.985,0.72,-1.2383,0.73,-0.438,0.76,-0.7069,0.72,-3.227,0.73,-1.5158,-1.6775,-1.7016,-1.2124,-1.2943,-1.833,-1.9132,-0.7434,-1.7797,-1.5608,-0.7672,0.79,-1.7217,0.77,-3.2464,0.74,0.0481,0.63,-0.7499,0.64,-0.3962,0.84,-0.1331,0.68,-0.7506,0.69,-1.1149,0.66,-2.4801,0.71,-0.3849,-0.9024,-1.4711,0.2586,-0.7416,-0.338,-0.0566,-1.4641,-1.4123,-0.847,0.5124,0.68,0.4738,0.77,0.2162,0.74,1.1128,0.59,1.3641,0.71,1.1475,0.71,1.683,0.73,0.8325,0.7,1.3119,0.66,-3.1635,0.73,0.5257,-0.9926,-0.713,0.1107,-0.2346,-0.0468,-0.2385,-0.0386,-0.1879,-2.2574,0.1557,0.58,0.1962,0.68,0.0908,0.61,0.3303,0.44,0.3876,0.55,0.3416,0.61,0.4922,0.58,0.2418,0.54,0.3709,0.48,-0.705,0.54,2.6459,0.0007,0.6636,1.5528,1.2043,1.4001,1.3293,1.9324,1.6495,-2.5588
KPN641,221821620,0.00%,KPN330,KPN147,KPN299,-8.4749,0.95,-18.1852,0.92,2.5003,0.91,-1.9771,0.91,0.7261,0.92,-1.1269,-1.1779,0.226,-1.162,0.8587,-0.03526295,0.95,-0.14841007,0.95,-1.1282,0.95,0.9041,0.94,-0.7949,0.91,-0.8698,0.92,0.1245,0.92,-0.7026,0.94,-0.3521,0.92,0.3912,0.93,-0.0529,-0.1673,-0.8379,1.3993,-1.3016,-1.6667,0.0427,-1.0414,-1.0229,0.2155,-0.2521,0.89,0.1299,0.88,-2.9186,0.85,0.0185,0.77,-1.132,0.78,-2.434,0.92,-2.3205,0.81,-1.1005,0.82,0.2449,0.79,-2.1143,0.84,-0.1395,0.0278,-1.3235,0.213,-1.2126,-1.697,-2.5128,-2.1756,0.4166,-0.7052,0.4547,0.87,1.9008,0.9,0.2176,0.89,1.2024,0.81,1.5941,0.9,1.8454,0.89,2.5114,0.9,0.3561,0.89,-0.3556,0.84,-0.5123,0.88,0.3633,-0.3972,-0.7104,0.1906,-0.1036,0.441,0.118,-0.5586,-1.1492,-1.3851,0.1238,0.84,0.4875,0.87,0.0711,0.84,0.3389,0.75,0.4009,0.86,0.4759,0.87,0.6459,0.86,0.0921,0.83,-0.1398,0.75,-0.098,0.81,2.1339,0.9367,0.4251,1.5987,1.2578,1.9456,1.8064,0.7614,-0.4756,-0.5783
KPN642,221821631,0.00%,KPN281,KPN108,KPN104,16.9172,0.96,38.3392,0.93,9.7203,0.92,-0.4018,0.91,1.6415,0.92,0.3718,1.424,1.7019,-0.2458,1.8141,1.59611237,0.96,1.80304432,0.97,3.0224,0.96,-0.3058,0.95,1.0156,0.93,-0.0059,0.94,0.6639,0.94,0.8294,0.95,0.2387,0.93,-0.1396,0.95,0.9194,0.9348,1.1225,-0.1312,1.1038,-0.4195,0.8168,0.6847,0.2372,-0.0451,1.9574,0.9,1.9978,0.89,4.826,0.87,0.0475,0.8,1.3525,0.81,1.0022,0.92,1.1689,0.84,0.8172,0.84,0.8757,0.82,0.3048,0.86,0.9131,0.9662,2.1642,0.2577,1.8501,0.5946,1.4055,1.7236,1.2651,0.2328,1.075,0.9,7.4837,0.91,1.6253,0.9,4.631,0.86,6.0439,0.92,4.3134,0.91,7.0961,0.92,2.3338,0.91,2.824,0.87,6.6236,0.9,2.1091,1.9321,1.9781,3.2519,2.43,2.1659,2.091,1.6005,0.6839,0.963,0.0432,0.88,0.5747,0.9,0.1062,0.87,0.5702,0.81,0.6107,0.89,0.2961,0.9,0.5075,0.89,0.022,0.87,-0.3546,0.81,-0.5578,0.86,0.838,1.2171,0.8508,2.8247,2.0991,1.2152,1.3769,0.213,-1.3694,-2.0785
