,kpn,등록번호,근교계수,아비,조부,외조부,12개월체중 육종가,12개월체중 정확도,도체중 육종가,도체중 정확도,등심단면적 육종가,등심단면적 정확도,등지방두께 육종가,등지방두께 정확도,근내지방도 육종가,근내지방도 정확도,12개월체중 표준화육종가,도체중 표준화육종가,등심단면적 표준화육종가,등지방두께 표준화육종가,근내지방도 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,체고 육종가.1,체고 정확도.1,십자부고 육종가.1,십자부고 정확도.1,체장 육종가.1,체장 정확도.1,흉심 육종가.1,흉심 정확도.1,흉폭 육종가.1,흉폭 정확도.1,요각폭 육종가.1,요각폭 정확도.1,곤폭 육종가.1,곤폭 정확도.1,좌골폭 육종가.1,좌골폭 정확도.1,고장 육종가.1,고장 정확도.1,흉위 육종가.1,흉위 정확도.1,체고 표준화육종가.1,십자부고 표준화육종가.1,체장 표준화육종가.1,흉심 표준화육종가.1,흉폭 표준화육종가.1,요각폭 표준화육종가.1,곤폭 표준화육종가.1,좌골폭 표준화육종가.1,고장 표준화육종가.1,흉위 표준화육종가.1,안심중량 육종가,안심중량 정확도,등심중량 육종가,등심중량 정확도,채끝중량육종가,채끝중량정확도,목심중량 육종가,목심중량 정확도,앞다리중량 육종가,앞다리중량 정확도,우둔중량 육종가,우둔중량 정확도,설도중량 육종가,설도중량 정확도,사태중량 육종가,사태중량 정확도,양지중량 육종가,양지중량 정확도,갈비중량 육종가,갈비중량 정확도,안심중량 표준화육종가,등심중량 표준화육종가,채끝중량 표준화육종가,목심중량 표준화육종가,앞다리중량 표준화육종가,우둔중량 표준화육종가,설도중량 표준화육종가,사태중량 표준화육종가,양지중량 표준화육종가,갈비중량 표준화육종가,안심비율 육종가,안심비율 정확도,등심비율 육종가,등심비율 정확도,채끝비율 육종가,채끝비율 정확도,목심비율 육종가,목심비율 정확도,앞다리비율 육종가,앞다리비율 정확도,우둔비율 육종가,우둔비율 정확도,설도비율 육종가,설도비율 정확도,사태비율 육종가,사태비율 정확도,양지비율 육종가,양지비율 정확도,갈비비율 육종가,갈비비율 정확도,안심비율 표준화육종가,등심비율 표준화육종가,채끝비율 표준화육종가,목심비율 표준화육종가,앞다리비율  표준화육종가,우둔비율 표준화육종가,설도비율 표준화육종가,사태비율 표준화육종가,양지비율 표준화육종가,갈비비율 표준화육종가,STD_CHGR,MATNG_PRTS_PARTCPTN_AT,BRDR_TRB,BRDR_THWD,STD_CRWG,BRDR_LN_Y_AR,BRDR_MRSC,SLE_AT_NM,STD_BDLN,SLE_AT,BRDR_CRWG,BRDR_12_MTAG_WGHT,STD_LN_Y_AR,BRDR_WTHG,BRDR_BCKF_THCN,STD_MRSC,BRBL_SPCHCKN_CODE_NM,STD_CHWD,PPLT_REGIST_NO,PPLT_IDNTFC_NO,STD_12_MTAG_WGHT,STD_BCKF_THCN,BRDR_ISWD,BRDR_DPCH,STD_WTHG,BRBL_NO,BIRTH_DATETM,STD_ISWD,STD_TRB,MATNG_PRTS_PARTCPTN_AT_NM,BRDR_HPWD,STD_HHC,BRDR_BDLN,STD_THWD,BRDR_CHGR,BRBL_SPCHCKN_CODE,BRDR_HHC,BRDR_CHWD,STD_DPCH,STD_HPWD,SCDR_REGIST_NO,SCDR_PPLT_IDNTFC_NO,NRPL_PPLT_IDNTFC_NO,NRPL_REGIST_NO,SCDR_KPN,BEING_AT_NM,BEING_AT
117,KPN119,221027852,0.00%,KPN032,,,-3.2724,0.43,-12.414,0.46,-3.2602,0.48,0.8033,0.48,-1.1575,0.37,-0.8198,-0.9123,-0.9516,0.4552,-1.1072,-1.1738652,0.51,-0.88397974,0.51,-1.655,0.5,-1.5692,0.45,-0.2856,0.44,-0.2337,0.44,-0.6922,0.46,-0.6991,0.47,-0.5266,0.45,-2.5812,0.45,-0.7316,-0.5828,-1.0866,-1.7296,-0.6249,-0.7483,-1.1294,-1.0376,-1.3952,-1.2438,-0.5209,0.58,-1.0425,0.55,-0.6248,0.52,-0.967,0.42,-1.0217,0.43,-0.2118,0.64,-0.169,0.47,-0.5461,0.48,-1.1402,0.45,-2.5928,0.5,-0.2676,-0.5612,-0.2905,-1.3067,-1.0767,-0.215,-0.0968,-1.0482,-1.4463,-0.8907,-0.0288,0.4,0.2415,0.45,0.1019,0.44,-0.0538,0.35,0.8461,0.43,0.1011,0.42,0.2384,0.43,0.024,0.42,-0.1694,0.39,0.8386,0.43,-0.9976,-1.0895,-0.9312,-0.931,-0.5295,-0.7781,-0.8602,-0.9212,-1.0419,-0.9405,-0.0272,0.34,-0.0264,0.39,0.0132,0.27,-0.0471,0.25,0.1683,0.32,-0.018,0.35,-0.0317,0.34,-0.0389,0.27,-0.0965,0.26,0.0747,0.27,-0.2932,-0.7146,-0.2781,-0.448,0.3247,-0.0608,-0.2967,-0.2626,-0.2952,-0.015,0,N,-1.1402,-0.169,-0.9123,-3.2602,-1.1575,미판매,0,N,-12.414,-3.2724,-0.9516,-0.5209,0.8033,-1.1072,보증,0,221027852,1221027852,-0.8198,0.4552,-0.5461,-0.967,0,KPN119,19880823.0,0,0,미참여,-0.2118,0,-0.6248,0,-2.5928,HA5701,-1.0425,-1.0217,0,0,711006299.0,1711006299.0,211007807.0,211007807.0,KPN032,,
118,KPN120,221027856,0.00%,KPN032,,,3.3297,0.55,-6.6467,0.6,-4.2553,0.65,0.4965,0.65,-1.5554,0.49,-0.4302,-0.6468,-1.1551,0.2767,-1.5224,1.34929621,0.61,1.34630752,0.62,0.7121,0.6,0.2099,0.55,-0.7063,0.52,-0.1965,0.52,0.0307,0.54,-0.4187,0.57,-0.0679,0.53,-0.2474,0.53,0.7723,0.6769,0.0313,0.5212,-1.1838,-0.6947,-0.092,-0.7216,-0.4168,-0.098,-0.0749,0.68,-0.0358,0.65,-0.5403,0.61,-0.2651,0.5,-1.5005,0.51,0.1483,0.73,0.0021,0.55,-0.1074,0.56,-0.7899,0.53,-3.5842,0.59,-0.0551,-0.0554,-0.2524,-0.2244,-1.6669,0.0251,0.0953,-0.1563,-0.9751,-1.2751,0.0154,0.54,0.2945,0.61,0.097,0.6,-0.0026,0.46,1.0167,0.58,0.3812,0.56,0.5538,0.58,0.1475,0.56,0.209,0.52,0.6759,0.58,-0.8732,-1.0674,-0.9406,-0.8853,-0.4324,-0.5823,-0.7244,-0.7864,-0.8237,-0.9941,-0.0164,0.44,-0.0142,0.52,0.0091,0.45,-0.033,0.32,0.2082,0.41,0.0494,0.45,0.0386,0.43,-0.0099,0.36,0.0164,0.32,0.0332,0.33,-0.1196,-0.6755,-0.3279,-0.3731,0.4849,0.213,-0.0785,-0.0359,0.1742,-0.1505,0,N,-0.7899,0.0021,-0.6468,-4.2553,-1.5554,미판매,0,N,-6.6467,3.3297,-1.1551,-0.0749,0.4965,-1.5224,보증,0,221027856,1221027856,-0.4302,0.2767,-0.1074,-0.2651,0,KPN120,19880904.0,0,0,미참여,0.1483,0,-0.5403,0,-3.5842,HA5701,-0.0358,-1.5005,0,0,711006299.0,1711006299.0,211007879.0,211007879.0,KPN032,,
119,KPN121,221027865,0.00%,KPN032,,,-12.6675,0.74,-16.7566,0.78,-4.7051,0.82,2.0237,0.83,-0.8205,0.76,-1.3744,-1.1122,-1.247,1.165,-0.7553,0.30200794,0.79,-0.00148512,0.8,-0.8554,0.78,-0.879,0.74,-0.4936,0.71,-0.1825,0.72,-0.5892,0.72,-0.1869,0.75,-0.5592,0.71,-1.9238,0.73,0.1481,-0.0843,-0.709,-0.8564,-0.9013,-0.6744,-0.9816,-0.4603,-1.4646,-0.921,-0.2251,0.82,-1.2126,0.8,-0.3883,0.77,-0.4592,0.67,-2.2686,0.68,-0.2654,0.86,-0.9257,0.72,-0.3438,0.72,0.0052,0.69,-4.0375,0.75,-0.1267,-0.6466,-0.184,-0.5236,-2.6138,-0.2508,-0.9465,-0.6369,0.0942,-1.4509,-0.2361,0.72,-1.7987,0.79,-0.295,0.77,-1.0577,0.62,-0.5062,0.76,-1.0931,0.75,-1.3785,0.77,-0.5576,0.74,-2.089,0.68,-1.5872,0.76,-1.5811,-1.9407,-1.6894,-1.8273,-1.2995,-1.6128,-1.556,-1.5562,-2.1486,-1.7388,-0.0113,0.64,-0.173,0.71,-0.0127,0.66,-0.1483,0.48,0.0889,0.63,-0.098,0.67,-0.062,0.65,-0.0187,0.59,-0.2789,0.5,0.0102,0.56,-0.0368,-1.1858,-0.5924,-0.9844,0.0064,-0.3856,-0.3907,-0.1048,-1.0544,-0.2256,0,N,0.0052,-0.9257,-1.1122,-4.7051,-0.8205,미판매,0,N,-16.7566,-12.6675,-1.247,-0.2251,2.0237,-0.7553,보증,0,221027865,1221027865,-1.3744,1.165,-0.3438,-0.4592,0,KPN121,19881020.0,0,0,미참여,-0.2654,0,-0.3883,0,-4.0375,HA5701,-1.2126,-2.2686,0,0,711006299.0,1711006299.0,211007859.0,211007859.0,KPN032,,
120,KPN122,221027250,0.00%,K140,,,-12.5782,0.71,-15.765,0.77,-5.1757,0.8,-0.5857,0.81,-1.2287,0.66,-1.3691,-1.0665,-1.3432,-0.3527,-1.1814,-1.45125413,0.75,-1.39341843,0.76,-0.8951,0.74,-0.7464,0.7,-0.7633,0.67,-0.6027,0.68,-0.6815,0.69,-0.9623,0.71,-0.3552,0.68,-2.6103,0.69,-0.8969,-0.8705,-0.7277,-0.6887,-1.2595,-1.2811,-1.114,-1.3341,-1.0296,-1.2581,0.5674,0.81,1.2664,0.79,2.8363,0.76,0.0197,0.66,-1.184,0.67,0.1208,0.85,-1.0203,0.71,-0.2763,0.72,-0.6309,0.69,-3.1289,0.74,0.2509,0.5987,1.2682,0.2149,-1.2767,0.0068,-1.0527,-0.4998,-0.7613,-1.0986,0.1626,0.68,0.4535,0.76,-0.0419,0.74,0.1813,0.59,0.535,0.72,0.1243,0.71,0.5806,0.73,0.3678,0.7,0.9825,0.65,0.0012,0.72,-0.4589,-1.0011,-1.206,-0.721,-0.7067,-0.7619,-0.7129,-0.5459,-0.3778,-1.2161,0.0376,0.58,0.0662,0.66,-0.0258,0.61,0.0339,0.43,0.1201,0.56,0.0039,0.6,0.1289,0.58,0.08,0.51,0.222,0.44,-0.0959,0.48,0.7492,-0.417,-0.7513,-0.0185,0.1314,0.0284,0.2018,0.6671,1.0298,-0.5717,0,N,-0.6309,-1.0203,-1.0665,-5.1757,-1.2287,미판매,0,N,-15.765,-12.5782,-1.3432,0.5674,-0.5857,-1.1814,보증,0,221027250,150167601,-1.3691,-0.3527,-0.2763,0.0197,0,KPN122,19881024.0,0,0,미참여,0.1208,0,2.8363,0,-3.1289,HA5701,1.2664,-1.184,0,0,711005035.0,1711005035.0,211125343.0,211125343.0,K140,,
121,KPN123,211200750,0.00%,KPN016,,,14.5112,0.89,9.8997,0.9,2.5577,0.91,0.6776,0.91,-1.3885,0.87,0.2298,0.1149,0.2377,0.382,-1.3482,-0.40844536,0.92,-0.11057419,0.92,0.8606,0.92,-0.7483,0.9,1.1559,0.88,0.6987,0.89,0.2385,0.89,0.6404,0.91,0.0367,0.88,0.7554,0.9,-0.2754,-0.1459,0.1015,-0.6911,1.2902,0.5977,0.2063,0.4718,-0.1937,0.3943,-0.1682,0.9,-0.0123,0.89,2.0276,0.88,-0.1027,0.82,1.6392,0.83,1.1299,0.92,0.5139,0.85,0.2745,0.85,0.7773,0.84,0.7314,0.87,-0.0995,-0.0436,0.904,0.0261,2.2036,0.6798,0.67,0.6202,1.1328,0.3982,0.241,0.84,2.2027,0.88,0.4687,0.87,0.4865,0.79,0.7209,0.87,0.6921,0.86,1.7821,0.87,0.3066,0.86,1.7519,0.82,4.3673,0.86,-0.2382,-0.2713,-0.2308,-0.4486,-0.6008,-0.3651,-0.1958,-0.6127,0.0658,0.2206,-0.0366,0.81,-0.0326,0.84,-0.006,0.81,-0.1284,0.72,-0.2154,0.81,-0.1713,0.83,-0.106,0.82,-0.1697,0.79,-0.0654,0.72,0.1331,0.77,-0.443,-0.7344,-0.5102,-0.8791,-1.2144,-0.6833,-0.5274,-1.2857,-0.1658,0.1754,0,N,0.7773,0.5139,0.1149,2.5577,-1.3885,미판매,0,N,9.8997,14.5112,0.2377,-0.1682,0.6776,-1.3482,보증,0,211200750,150167619,0.2298,0.382,0.2745,-0.1027,0,KPN123,19880913.0,0,0,미참여,1.1299,0,2.0276,0,0.7314,HA5701,-0.0123,1.6392,0,0,221013003.0,1221013003.0,1007850.0,251003039.0,KPN016,,
122,KPN124,221027295,0.00%,K131,,K104,-2.8082,0.65,-8.3784,0.68,-4.684,0.7,0.8322,0.71,-0.589,0.54,-0.7924,-0.7265,-1.2427,0.472,-0.5138,-0.384473,0.73,-0.61643618,0.74,-0.4648,0.71,0.3827,0.67,-0.2837,0.64,-0.0698,0.64,0.0555,0.65,0.3835,0.68,-0.0738,0.64,0.464,0.65,-0.2611,-0.4316,-0.5245,0.7397,-0.6224,-0.5117,-0.0563,0.1823,-0.4294,0.2512,-2.7739,0.71,-1.7405,0.68,-0.3204,0.65,-0.3858,0.55,-2.3424,0.56,-1.487,0.75,-1.3449,0.6,-0.8386,0.61,-0.1957,0.58,5.3255,0.63,-1.3408,-0.9118,-0.1534,-0.4104,-2.7047,-1.0654,-1.4172,-1.643,-0.176,2.1795,-0.016,0.58,-0.0859,0.66,-0.0882,0.65,-0.0632,0.5,-0.2407,0.62,-0.2329,0.61,-0.103,0.63,-0.1831,0.6,-0.6153,0.56,1.0483,0.63,-0.9615,-1.2261,-1.2943,-0.9394,-1.1483,-1.0115,-1.0071,-1.1473,-1.299,-0.8715,-0.0171,0.47,-0.0909,0.56,-0.0507,0.49,-0.074,0.34,-0.1047,0.45,-0.1048,0.49,-0.0834,0.47,-0.0765,0.4,-0.2466,0.35,0.151,0.37,-0.1297,-0.922,-1.0533,-0.5905,-0.7703,-0.413,-0.4573,-0.5568,-0.92,0.2337,0,N,-0.1957,-1.3449,-0.7265,-4.684,-0.589,미판매,0,N,-8.3784,-2.8082,-1.2427,-2.7739,0.8322,-0.5138,보증,0,221027295,150167627,-0.7924,0.472,-0.8386,-0.3858,0,KPN124,19880906.0,0,0,미참여,-1.487,0,-0.3204,0,5.3255,HA5701,-1.7405,-2.3424,0,0,711005908.0,1711005908.0,221018637.0,221018637.0,K131,,
123,KPN125,211200624,0.00%,,,,-20.8052,0.56,-27.931,0.56,-1.7735,0.58,-1.8153,0.59,0.0096,0.51,-1.8547,-1.6266,-0.6477,-1.0679,0.1109,-1.77670193,0.63,-2.05272865,0.64,-2.1413,0.61,-1.1118,0.56,-0.5315,0.53,-1.0305,0.53,-0.7203,0.55,-0.6067,0.58,-0.4681,0.54,-3.6758,0.54,-1.0909,-1.2428,-1.3163,-1.1509,-0.9517,-1.8987,-1.1698,-0.9334,-1.2703,-1.7811,-1.5518,0.62,-1.5629,0.59,-0.7477,0.55,-0.817,0.42,-0.738,0.43,-2.0543,0.69,-0.1453,0.48,-0.7599,0.48,-0.9473,0.45,-3.454,0.51,-0.7586,-0.8226,-0.3458,-1.0753,-0.727,-1.4438,-0.0702,-1.483,-1.1868,-1.2246,-0.038,0.52,-0.2281,0.59,-0.1201,0.57,-0.2377,0.44,-0.4271,0.56,-0.049,0.55,-0.757,0.56,-0.3413,0.54,-0.7342,0.49,-2.8288,0.55,-1.0235,-1.2854,-1.3553,-1.0952,-1.2545,-0.883,-1.2885,-1.32,-1.3675,-2.1473,0.0624,0.42,0.3621,0.5,0.0654,0.41,0.1047,0.29,0.1797,0.4,0.2454,0.45,0.2025,0.43,0.0831,0.35,0.1801,0.3,-0.0867,0.34,1.1464,0.534,0.356,0.3569,0.3707,1.0094,0.4301,0.691,0.8554,-0.5416,0,N,-0.9473,-0.1453,-1.6266,-1.7735,0.0096,미판매,0,N,-27.931,-20.8052,-0.6477,-1.5518,-1.8153,0.1109,보증,0,211200624,113250477,-1.8547,-1.0679,-0.7599,-0.817,0,KPN125,19890728.0,0,0,미참여,-2.0543,0,-0.7477,0,-3.454,HA5701,-1.5629,-0.738,0,0,,,,,,,
124,KPN126,211200628,0.00%,,,,-17.9517,0.53,-21.9591,0.57,-1.6299,0.62,0.7543,0.63,-0.8228,0.48,-1.6862,-1.3517,-0.6183,0.4266,-0.7578,-3.20748425,0.6,-3.14145923,0.61,-3.0451,0.58,-1.6875,0.53,-0.5854,0.5,-0.803,0.51,-1.2425,0.52,-1.2694,0.55,-0.524,0.51,-3.5835,0.52,-1.9437,-1.8577,-1.7432,-1.8791,-1.0232,-1.5702,-1.9193,-1.6802,-1.3897,-1.7358,-2.5851,0.69,-1.7334,0.66,-4.3429,0.62,-0.8545,0.5,-0.9688,0.51,0.2626,0.76,-1.2529,0.55,-0.1501,0.56,-0.1647,0.53,-3.0508,0.59,-1.2509,-0.9082,-1.9649,-1.1332,-1.0114,0.1013,-1.3139,-0.2431,-0.1342,-1.0683,-0.1409,0.52,-0.3178,0.6,-0.1238,0.58,-0.158,0.44,-0.5257,0.56,-0.3678,0.55,-0.6389,0.57,-0.4365,0.54,-0.5309,0.5,0.4772,0.55,-1.313,-1.3228,-1.3623,-1.0241,-1.3106,-1.1058,-1.2377,-1.424,-1.2503,-1.0594,-0.0389,0.41,-0.0536,0.5,-0.0336,0.42,-0.05,0.27,-0.144,0.38,-0.1072,0.43,-0.1821,0.41,-0.1166,0.32,-0.1111,0.28,0.1756,0.29,-0.4805,-0.8021,-0.8458,-0.4633,-0.9278,-0.4231,-0.7636,-0.8702,-0.3562,0.3139,0,N,-0.1647,-1.2529,-1.3517,-1.6299,-0.8228,미판매,0,N,-21.9591,-17.9517,-0.6183,-2.5851,0.7543,-0.7578,보증,0,211200628,1211200628,-1.6862,0.4266,-0.1501,-0.8545,0,KPN126,19890801.0,0,0,미참여,0.2626,0,-4.3429,0,-3.0508,HA5701,-1.7334,-0.9688,0,0,,,,,,,
125,KPN127,211200629,0.00%,,,,-17.5623,0.83,-20.6432,0.84,-1.572,0.86,3.1607,0.86,-0.7472,0.75,-1.6633,-1.2911,-0.6065,1.8263,-0.6788,-0.57832712,0.88,-0.68134004,0.88,-1.8927,0.87,0.2274,0.84,-1.1858,0.8,-1.0888,0.82,-0.5249,0.81,-1.2056,0.85,-0.6175,0.8,-1.1704,0.83,-0.3766,-0.4683,-1.1989,0.5433,-1.8209,-1.9828,-0.8893,-1.6082,-1.5891,-0.5512,-2.7959,0.84,-2.7349,0.83,-3.1988,0.8,-1.2587,0.7,-0.9162,0.71,-1.6295,0.88,-1.8325,0.75,-1.2794,0.76,-2.5748,0.73,-6.9239,0.78,-1.3513,-1.4114,-1.4497,-1.7564,-0.9466,-1.1605,-1.9648,-2.5392,-3.3758,-2.57,-0.382,0.74,-2.0059,0.82,-0.1983,0.8,-0.8618,0.63,-1.8228,0.78,-1.6029,0.77,-2.2025,0.79,-0.5801,0.76,-2.1389,0.7,-1.179,0.79,-1.9917,-2.0271,-1.5046,-1.6525,-2.0492,-1.9691,-1.9106,-1.5808,-2.1774,-1.6044,-0.0582,0.64,-0.2763,0.72,-0.0025,0.67,-0.1295,0.46,-0.2869,0.62,-0.2634,0.67,-0.3054,0.64,-0.051,0.58,-0.3337,0.48,0.0171,0.54,-0.7911,-1.5176,-0.4685,-0.8849,-1.501,-1.0573,-1.1462,-0.3573,-1.2821,-0.2029,0,N,-2.5748,-1.8325,-1.2911,-1.572,-0.7472,미판매,0,N,-20.6432,-17.5623,-0.6065,-2.7959,3.1607,-0.6788,보증,0,211200629,1211200629,-1.6633,1.8263,-1.2794,-1.2587,0,KPN127,19890610.0,0,0,미참여,-1.6295,0,-3.1988,0,-6.9239,HA5701,-2.7349,-0.9162,0,0,,,,,,,
126,KPN128,211200630,0.00%,,,,-3.4731,0.59,-8.3698,0.59,1.7963,0.61,2.2333,0.61,-0.2276,0.47,-0.8317,-0.7261,0.0821,1.2869,-0.1366,-3.08311367,0.66,-2.74911618,0.67,-2.2099,0.64,-1.8834,0.59,-0.2972,0.56,-0.3102,0.57,-1.0488,0.58,-0.5977,0.61,-0.4994,0.57,-3.1838,0.58,-1.8695,-1.6361,-1.3487,-2.127,-0.6404,-0.8589,-1.6412,-0.9233,-1.3371,-1.5396,-1.7162,0.67,-1.5732,0.64,-0.3083,0.6,-0.772,0.49,-0.3348,0.5,0.5974,0.73,-0.4143,0.54,-0.5709,0.55,-1.2405,0.52,11.7243,0.58,-0.837,-0.8278,-0.1479,-1.006,-0.2298,0.3246,-0.3722,-1.0987,-1.5812,4.6605,0.0587,0.54,1.1367,0.61,0.3026,0.59,0.4467,0.46,0.5566,0.57,0.3214,0.56,0.5676,0.58,0.2286,0.55,0.0105,0.51,0.9355,0.57,-0.7512,-0.716,-0.548,-0.4841,-0.6944,-0.6242,-0.7185,-0.6979,-0.9382,-0.9087,-0.0164,0.42,0.1301,0.51,0.0388,0.43,0.0323,0.31,0.0219,0.41,-0.0103,0.45,-0.0136,0.43,-0.0162,0.35,-0.0927,0.31,-0.1033,0.32,-0.1195,-0.2118,0.0334,-0.0269,-0.2626,-0.0293,-0.2407,-0.0858,-0.2794,-0.5957,0,N,-1.2405,-0.4143,-0.7261,1.7963,-0.2276,미판매,0,N,-8.3698,-3.4731,0.0821,-1.7162,2.2333,-0.1366,보증,0,211200630,1211200630,-0.8317,1.2869,-0.5709,-0.772,0,KPN128,19890705.0,0,0,미참여,0.5974,0,-0.3083,0,11.7243,HA5701,-1.5732,-0.3348,0,0,,,,,,,
127,KPN129,221030424,0.00%,KPN002,,K042,8.5821,0.65,9.5933,0.71,4.7659,0.76,-1.1966,0.77,-0.0744,0.65,-0.1202,0.1008,0.6891,-0.708,0.0232,0.20610289,0.72,-0.10393491,0.73,-0.4209,0.7,0.187,0.65,-0.1755,0.61,0.0736,0.62,-0.0341,0.64,0.079,0.67,-0.1305,0.62,0.0274,0.64,0.0909,-0.1422,-0.5038,0.4922,-0.4787,-0.3047,-0.1849,-0.1608,-0.5502,0.0369,1.8605,0.77,1.0089,0.74,0.974,0.7,-0.0309,0.58,-0.9998,0.59,0.0224,0.82,-0.5045,0.64,-0.376,0.64,-0.8147,0.61,-0.5179,0.67,0.8669,0.4694,0.4295,0.1368,-1.0497,-0.0588,-0.4735,-0.7024,-1.0086,-0.0862,0.1945,0.63,2.6798,0.72,0.5249,0.7,0.5236,0.54,1.4304,0.68,0.9355,0.67,1.3903,0.69,0.6315,0.66,1.4703,0.6,3.4001,0.68,-0.3692,-0.0722,-0.1234,-0.4154,-0.1968,-0.195,-0.3644,-0.2579,-0.0965,-0.0977,-0.025,0.52,0.2784,0.62,0.0532,0.56,-0.0235,0.36,0.0986,0.49,0.011,0.55,-0.0189,0.52,-0.0148,0.45,0.0528,0.38,0.1942,0.42,-0.2576,0.265,0.2073,-0.3227,0.0454,0.0573,-0.2569,-0.0745,0.3259,0.3748,0,N,-0.8147,-0.5045,0.1008,4.7659,-0.0744,미판매,0,N,9.5933,8.5821,0.6891,1.8605,-1.1966,0.0232,보증,0,221030424,1221030424,-0.1202,-0.708,-0.376,-0.0309,0,KPN129,19890614.0,0,0,미참여,0.0224,0,0.974,0,-0.5179,HA5701,1.0089,-0.9998,0,0,711006360.0,1711006360.0,221005008.0,221005008.0,KPN002,,
128,KPN130,221029997,0.00%,K279,,,-19.3328,0.39,-22.7133,0.39,-4.018,0.4,-0.6165,0.4,-0.3295,0.23,-1.7678,-1.3864,-1.1065,-0.3707,-0.243,-2.28306103,0.38,-1.81282806,0.39,-2.3905,0.37,-1.6575,0.32,-0.9189,0.31,-0.606,0.31,-1.0273,0.32,-0.6936,0.34,-0.4986,0.31,-3.3356,0.31,-1.3927,-1.1073,-1.434,-1.8412,-1.4663,-1.2859,-1.6104,-1.0314,-1.3355,-1.6141,-1.1086,0.51,-0.6229,0.48,0.697,0.44,-0.428,0.34,0.397,0.34,-0.0923,0.58,-0.2878,0.38,-0.1935,0.39,-0.5863,0.36,-0.3947,0.42,-0.5475,-0.3504,0.3048,-0.4754,0.6723,-0.1353,-0.2302,-0.3313,-0.7013,-0.0385,-0.1668,0.34,-1.3829,0.4,-0.3319,0.39,-0.6888,0.29,-1.1098,0.37,-0.6736,0.36,-1.5542,0.38,-0.6983,0.36,-1.5826,0.34,-3.1659,0.37,-1.386,-1.7672,-1.7597,-1.498,-1.6432,-1.3196,-1.6316,-1.7098,-1.8567,-2.2582,0.0448,0.24,0.1618,0.31,0.0306,0.13,0.0255,0.16,0.0653,0.21,0.123,0.25,0.0802,0.24,0.0326,0.13,0.0359,0.15,0.0122,0.13,0.8642,-0.1098,-0.067,-0.0633,-0.0882,0.5122,0.0506,0.2962,0.2554,-0.219,0,N,-0.5863,-0.2878,-1.3864,-4.018,-0.3295,미판매,0,N,-22.7133,-19.3328,-1.1065,-1.1086,-0.6165,-0.243,보증,0,221029997,1221029997,-1.7678,-0.3707,-0.1935,-0.428,0,KPN130,19890617.0,0,0,미참여,-0.0923,0,0.697,0,-0.3947,HA5701,-0.6229,0.397,0,0,711006719.0,1711006719.0,211129500.0,211129500.0,K279,,
129,KPN131,221031772,0.00%,KPN014,,K073,1.6395,0.8,-4.5536,0.79,4.3302,0.8,-2.3378,0.79,-1.2514,0.74,-0.5299,-0.5504,0.6001,-1.3718,-1.2052,-0.42316416,0.83,-0.20810677,0.84,-0.6001,0.83,-0.6329,0.8,0.078,0.77,0.321,0.78,0.0699,0.78,0.1705,0.81,0.1018,0.77,-0.6747,0.79,-0.2841,-0.201,-0.5884,-0.5451,-0.1419,0.0524,-0.0357,-0.0577,-0.0549,-0.3078,0.5536,0.8,0.0494,0.79,-0.744,0.76,-1.3207,0.68,-0.6236,0.69,0.4408,0.84,-0.4983,0.72,0.5296,0.73,0.2121,0.7,-1.4453,0.74,0.2443,-0.0127,-0.3442,-1.852,-0.5859,0.2202,-0.4666,1.139,0.3725,-0.4458,0.2797,0.73,2.0429,0.78,0.473,0.76,1.3086,0.66,1.0636,0.76,1.3341,0.75,2.0332,0.76,0.728,0.75,1.4003,0.7,0.2881,0.75,-0.1294,-0.3379,-0.2226,0.2854,-0.4057,0.0836,-0.0878,-0.1526,-0.1369,-1.1217,0.0303,0.67,0.2891,0.72,0.076,0.67,0.2486,0.56,0.1047,0.68,0.2191,0.7,0.3156,0.69,0.09,0.64,0.1583,0.57,-0.287,0.62,0.6318,0.2991,0.4843,1.1197,0.0697,0.9025,0.7813,0.7451,0.7649,-1.1952,0,N,0.2121,-0.4983,-0.5504,4.3302,-1.2514,미판매,0,N,-4.5536,1.6395,0.6001,0.5536,-2.3378,-1.2052,보증,0,221031772,150167635,-0.5299,-1.3718,0.5296,-1.3207,0,KPN131,19890511.0,0,0,미참여,0.4408,0,-0.744,0,-1.4453,HA5701,0.0494,-0.6236,0,0,711006776.0,1711006776.0,221016168.0,221016168.0,KPN014,,
