,kpn,등록번호,근교계수,아비,조부,외조부,12개월체중 육종가,12개월체중 정확도,도체중 육종가,도체중 정확도,등심단면적 육종가,등심단면적 정확도,등지방두께 육종가,등지방두께 정확도,근내지방도 육종가,근내지방도 정확도,12개월체중 표준화육종가,도체중 표준화육종가,등심단면적 표준화육종가,등지방두께 표준화육종가,근내지방도 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,체고 육종가.1,체고 정확도.1,십자부고 육종가.1,십자부고 정확도.1,체장 육종가.1,체장 정확도.1,흉심 육종가.1,흉심 정확도.1,흉폭 육종가.1,흉폭 정확도.1,요각폭 육종가.1,요각폭 정확도.1,곤폭 육종가.1,곤폭 정확도.1,좌골폭 육종가.1,좌골폭 정확도.1,고장 육종가.1,고장 정확도.1,흉위 육종가.1,흉위 정확도.1,체고 표준화육종가.1,십자부고 표준화육종가.1,체장 표준화육종가.1,흉심 표준화육종가.1,흉폭 표준화육종가.1,요각폭 표준화육종가.1,곤폭 표준화육종가.1,좌골폭 표준화육종가.1,고장 표준화육종가.1,흉위 표준화육종가.1,안심중량 육종가,안심중량 정확도,등심중량 육종가,등심중량 정확도,채끝중량육종가,채끝중량정확도,목심중량 육종가,목심중량 정확도,앞다리중량 육종가,앞다리중량 정확도,우둔중량 육종가,우둔중량 정확도,설도중량 육종가,설도중량 정확도,사태중량 육종가,사태중량 정확도,양지중량 육종가,양지중량 정확도,갈비중량 육종가,갈비중량 정확도,안심중량 표준화육종가,등심중량 표준화육종가,채끝중량 표준화육종가,목심중량 표준화육종가,앞다리중량 표준화육종가,우둔중량 표준화육종가,설도중량 표준화육종가,사태중량 표준화육종가,양지중량 표준화육종가,갈비중량 표준화육종가,안심비율 육종가,안심비율 정확도,등심비율 육종가,등심비율 정확도,채끝비율 육종가,채끝비율 정확도,목심비율 육종가,목심비율 정확도,앞다리비율 육종가,앞다리비율 정확도,우둔비율 육종가,우둔비율 정확도,설도비율 육종가,설도비율 정확도,사태비율 육종가,사태비율 정확도,양지비율 육종가,양지비율 정확도,갈비비율 육종가,갈비비율 정확도,안심비율 표준화육종가,등심비율 표준화육종가,채끝비율 표준화육종가,목심비율 표준화육종가,앞다리비율  표준화육종가,우둔비율 표준화육종가,설도비율 표준화육종가,사태비율 표준화육종가,양지비율 표준화육종가,갈비비율 표준화육종가,STD_CHGR,MATNG_PRTS_PARTCPTN_AT,BRDR_TRB,BRDR_THWD,STD_CRWG,BRDR_LN_Y_AR,BRDR_MRSC,SLE_AT_NM,STD_BDLN,SLE_AT,BRDR_CRWG,BRDR_12_MTAG_WGHT,STD_LN_Y_AR,BRDR_WTHG,BRDR_BCKF_THCN,STD_MRSC,BRBL_SPCHCKN_CODE_NM,STD_CHWD,PPLT_REGIST_NO,PPLT_IDNTFC_NO,STD_12_MTAG_WGHT,STD_BCKF_THCN,BRDR_ISWD,BRDR_DPCH,STD_WTHG,BRBL_NO,BIRTH_DATETM,STD_ISWD,STD_TRB,MATNG_PRTS_PARTCPTN_AT_NM,BRDR_HPWD,STD_HHC,BRDR_BDLN,STD_THWD,BRDR_CHGR,BRBL_SPCHCKN_CODE,BRDR_HHC,BRDR_CHWD,STD_DPCH,STD_HPWD,SCDR_REGIST_NO,SCDR_PPLT_IDNTFC_NO,NRPL_PPLT_IDNTFC_NO,NRPL_REGIST_NO,SCDR_KPN,BEING_AT_NM,BEING_AT
730,KPN736,221853861,3.12%,KPN334,KPN147,KPN187,7.1708,0.63,-6.3916,0.59,-4.6969,0.56,-1.6973,0.54,-0.7042,0.52,-0.2035,-0.635,-1.2453,-0.9993,-0.634,-1.00975811,0.63,-1.17010534,0.63,-0.2951,0.63,-0.1613,0.58,0.3678,0.58,0.2288,0.58,0.1353,0.59,-0.2097,0.61,0.1002,0.58,-0.0555,0.58,-0.6338,-0.7443,-0.4443,0.0516,0.2431,-0.0806,0.0582,-0.4861,-0.0583,-0.0038,-0.8175,0.64,-0.5323,0.62,-0.7891,0.59,-0.2258,0.52,-0.0384,0.52,-0.7196,0.68,-1.2168,0.55,-0.2516,0.56,-0.2468,0.54,-1.2584,0.57,-0.4088,-0.3048,-0.3645,-0.1637,0.1355,-0.5537,-1.2733,-0.4495,-0.2447,-0.3733,0.2121,0.5,1.3444,0.54,0.289,0.53,0.5007,0.46,0.3616,0.53,-0.0969,0.52,0.3695,0.53,0.275,0.52,-0.2931,0.49,-0.1391,0.53,-0.3196,-0.6293,-0.5739,-0.4359,-0.8054,-0.9165,-0.8037,-0.6472,-1.1132,-1.2622,0.0402,0.45,0.2583,0.48,0.0612,0.39,0.0948,0.38,0.0046,0.45,-0.1023,0.47,-0.0251,0.46,0.0257,0.42,-0.1785,0.38,-0.2165,0.42,0.7898,0.2004,0.304,0.3043,-0.3319,-0.403,-0.2761,0.2421,-0.6363,-0.9652,0,N,-0.2468,-1.2168,-0.635,-4.6969,-0.7042,미판매,0,N,-6.3916,7.1708,-1.2453,-0.8175,-1.6973,-0.634,후보,0,221853861,186211658,-0.2035,-0.9993,-0.2516,-0.2258,0,KPN736,20040415.0,0,0,미참여,-0.7196,0,-0.7891,0,-1.2584,HA5702,-0.5323,-0.0384,0,0,221275782.0,1221275782.0,1221362308.0,221362308.0,KPN334,,
731,KPN737,221866077,0.00%,KPN334,KPN147,KPN186,-10.5766,0.89,-11.3476,0.85,-0.7884,0.84,-3.4019,0.84,1.135,0.86,-1.2509,-0.8632,-0.4463,-1.9908,1.2855,-1.56784177,0.91,-1.93733585,0.91,-1.5142,0.9,-0.3238,0.89,-0.5835,0.85,-0.7715,0.86,-0.5933,0.86,-1.6992,0.89,-0.461,0.85,-1.825,0.87,-0.9664,-1.1777,-1.0202,-0.1541,-1.0207,-1.5247,-0.9875,-2.1645,-1.2553,-0.8725,-0.9329,0.83,-1.7512,0.81,-0.856,0.78,-0.6957,0.68,-1.0209,0.69,-1.2906,0.88,-1.6923,0.73,-0.8095,0.73,0.1953,0.7,-5.5378,0.76,-0.4638,-0.9172,-0.3946,-0.8882,-1.0756,-0.9345,-1.8073,-1.5837,0.3499,-2.0326,0.3824,0.85,1.8573,0.86,0.3531,0.85,0.3244,0.79,0.1464,0.88,-0.4894,0.87,-0.1716,0.87,0.2905,0.86,-1.0893,0.8,-0.4549,0.83,0.1598,-0.4154,-0.4515,-0.5933,-0.928,-1.1909,-1.0366,-0.6303,-1.5723,-1.3662,0.1354,0.83,0.6172,0.85,0.1359,0.81,0.1316,0.73,0.1318,0.86,-0.0536,0.86,0.0901,0.85,0.141,0.82,-0.1611,0.72,-0.0328,0.8,2.3204,1.3536,1.2108,0.4995,0.1784,-0.2052,0.0813,1.144,-0.5643,-0.3658,0,N,0.1953,-1.6923,-0.8632,-0.7884,1.135,미판매,0,N,-11.3476,-10.5766,-0.4463,-0.9329,-3.4019,1.2855,보증,0,221866077,186219319,-1.2509,-1.9908,-0.8095,-0.6957,0,KPN737,20040507.0,0,0,미참여,-1.2906,0,-0.856,0,-5.5378,HA5701,-1.7512,-1.0209,0,0,221275782.0,1221275782.0,1221417065.0,221417065.0,KPN334,,
732,KPN738,221887867,0.00%,KPN263,KPN131,KPN222,-11.9505,0.84,-2.8151,0.81,2.0794,0.79,-1.0699,0.79,0.4368,0.81,-1.332,-0.4704,0.1399,-0.6344,0.5568,-1.0351336,0.88,-1.17762053,0.88,-0.862,0.87,-0.3837,0.85,-0.69,0.81,-0.7361,0.82,-0.6292,0.82,-0.5781,0.85,-0.3185,0.82,-2.2989,0.84,-0.6489,-0.7486,-0.7121,-0.2299,-1.1622,-1.4737,-1.039,-0.9012,-0.9512,-1.1052,-1.8403,0.79,-1.423,0.76,-1.7738,0.73,-0.1396,0.62,-0.72,0.63,-0.3245,0.84,-0.172,0.67,-0.121,0.68,0.0861,0.65,-1.9238,0.71,-0.8961,-0.7523,-0.8079,-0.0308,-0.7047,-0.2902,-0.1002,-0.1839,0.203,-0.6313,0.1588,0.81,1.006,0.82,0.3679,0.81,0.4941,0.74,0.8376,0.84,0.8074,0.83,1.1883,0.83,0.4351,0.82,0.1103,0.75,-0.2535,0.78,-0.4695,-0.7705,-0.4233,-0.4418,-0.5344,-0.2845,-0.4514,-0.4724,-0.8806,-1.2999,0.0338,0.78,0.1635,0.81,0.1014,0.77,0.1285,0.68,0.2137,0.82,0.2115,0.82,0.2816,0.81,0.1006,0.77,0.0419,0.67,-0.1838,0.75,0.688,-0.1044,0.7916,0.4829,0.5069,0.8714,0.6757,0.8276,0.2803,-0.8585,0,Y,0.0861,-0.172,-0.4704,2.0794,0.4368,판매,0,Y,-2.8151,-11.9505,0.1399,-1.8403,-1.0699,0.5568,보증,0,221887867,186180459,-1.332,-0.6344,-0.121,-0.1396,0,KPN738,20040508.0,0,0,참여,-0.3245,0,-1.7738,0,-1.9238,HA5701,-1.423,-0.72,0,0,221219913.0,1221219913.0,1221426403.0,221426403.0,KPN263,,
733,KPN739,223064597,0.00%,KPN388,KPN123,KPN405,-3.4944,0.66,-6.0836,0.71,1.443,0.76,-1.3958,0.76,-0.5775,0.79,-0.8329,-0.6209,0.0098,-0.8239,-0.5018,-1.35284007,0.76,-0.89541459,0.76,-1.291,0.74,-1.0207,0.71,0.4196,0.68,0.3743,0.68,-0.2332,0.69,0.4666,0.72,0.0423,0.68,-0.6219,0.69,-0.8382,-0.5892,-0.9147,-1.0356,0.312,0.1294,-0.4707,0.2759,-0.1816,-0.2819,-0.4933,0.77,-0.2802,0.75,-2.7409,0.72,-0.4464,0.62,-0.5109,0.63,-0.6158,0.82,-0.5268,0.67,0.2249,0.67,0.0666,0.65,-1.6966,0.7,-0.2544,-0.1782,-1.2435,-0.5039,-0.4469,-0.4845,-0.4986,0.5193,0.1768,-0.5432,-0.0112,0.77,-2.0928,0.77,-0.4139,0.76,-0.0459,0.7,-1.0136,0.8,-0.2407,0.8,-0.4272,0.79,-0.5378,0.77,-1.2871,0.7,-0.4398,0.72,-0.9479,-2.0634,-1.9163,-0.9239,-1.5884,-1.017,-1.1466,-1.5345,-1.6863,-1.3612,0.0048,0.76,-0.5846,0.79,-0.1178,0.74,0.0045,0.65,-0.2397,0.8,0.0033,0.8,-0.024,0.79,-0.1044,0.75,-0.263,0.65,-0.1199,0.73,0.2214,-2.5082,-1.8672,-0.1745,-1.3118,0.0257,-0.2728,-0.7753,-0.988,-0.65,0,N,0.0666,-0.5268,-0.6209,1.443,-0.5775,미판매,0,N,-6.0836,-3.4944,0.0098,-0.4933,-1.3958,-0.5018,후보,0,223064597,177529168,-0.8329,-0.8239,0.2249,-0.4464,0,KPN739,20050404.0,0,0,미참여,-0.6158,0,-2.7409,0,-1.6966,HA5702,-0.2802,-0.5109,0,0,221352165.0,1221352165.0,1221588772.0,221588772.0,KPN388,,
734,KPN740,223037075,0.00%,KPN369,KPN116,KPN463,-5.3862,0.85,1.2635,0.83,3.4554,0.83,-0.8628,0.83,0.3435,0.85,-0.9446,-0.2827,0.4212,-0.5139,0.4595,-1.47688365,0.89,-1.6706686,0.89,-1.9847,0.88,-1.3394,0.86,0.4928,0.82,0.3058,0.83,-0.8336,0.83,-0.4472,0.86,-0.5771,0.83,-1.3456,0.85,-0.9122,-1.0271,-1.2424,-1.4389,0.4093,0.0305,-1.3324,-0.7538,-1.5029,-0.6372,0.7357,0.82,-0.0848,0.8,-6.3403,0.77,-1.0844,0.67,-0.3089,0.68,-0.4369,0.86,-0.8233,0.71,-0.9566,0.72,-1.6146,0.69,-1.1604,0.74,0.3311,-0.08,-2.8644,-1.4877,-0.198,-0.3651,-0.8315,-1.8829,-2.0844,-0.3353,-0.0788,0.84,2.5218,0.85,0.7109,0.84,0.2952,0.78,1.0406,0.86,0.3168,0.86,0.3217,0.86,0.2963,0.85,1.0659,0.79,2.2603,0.81,-1.1383,-0.1381,0.2317,-0.6194,-0.4188,-0.6274,-0.8243,-0.6239,-0.3297,-0.4727,-0.0582,0.82,0.4708,0.84,0.1652,0.8,-0.0236,0.73,0.1363,0.85,-0.0654,0.85,-0.1624,0.84,-0.0304,0.81,0.1515,0.72,0.2503,0.8,-0.7902,0.883,1.5658,-0.3235,0.1963,-0.2531,-0.7023,-0.1964,0.7365,0.5577,0,N,-1.6146,-0.8233,-0.2827,3.4554,0.3435,미판매,0,N,1.2635,-5.3862,0.4212,0.7357,-0.8628,0.4595,보증,0,223037075,194629353,-0.9446,-0.5139,-0.9566,-1.0844,0,KPN740,20050423.0,0,0,미참여,-0.4369,0,-6.3403,0,-1.1604,HA5701,-0.0848,-0.3089,0,0,221328326.0,1221328326.0,1221526860.0,221526860.0,KPN369,,
735,KPN741,221869993,0.00%,KPN338,KPN147,KPN138,2.7111,0.77,1.516,0.8,2.6181,0.83,0.5869,0.83,0.2195,0.85,-0.4667,-0.271,0.2501,0.3293,0.33,0.54184377,0.83,0.08128149,0.83,0.9085,0.82,0.6085,0.79,-0.5,0.75,0.824,0.76,-0.0354,0.77,0.5969,0.8,-0.1919,0.76,0.7205,0.78,0.291,-0.0376,0.1241,1.0254,-0.9097,0.7786,-0.1867,0.4228,-0.6812,0.3771,0.9153,0.83,0.6065,0.81,2.4223,0.78,0.1858,0.69,-0.4196,0.69,3.3353,0.87,0.2189,0.73,0.8306,0.74,0.097,0.71,-1.6169,0.76,0.4166,0.2672,1.0817,0.4709,-0.3345,2.1505,0.3387,1.751,0.2177,-0.5123,-0.2188,0.83,-0.8383,0.84,0.1258,0.83,-0.9585,0.77,-1.0433,0.86,-0.9679,0.86,-1.392,0.85,-0.4776,0.84,-1.6692,0.78,2.7888,0.79,-1.5323,-1.54,-0.8856,-1.7388,-1.6053,-1.5253,-1.5618,-1.4689,-1.9066,-0.2988,-0.0837,0.82,-0.367,0.85,0.0099,0.81,-0.2845,0.73,-0.3583,0.85,-0.3326,0.86,-0.4819,0.85,-0.197,0.82,-0.5496,0.73,0.555,0.8,-1.2,-1.8089,-0.3176,-1.7069,-1.7874,-1.3384,-1.6941,-1.4992,-2.1806,1.5518,0,N,0.097,0.2189,-0.271,2.6181,0.2195,미판매,0,N,1.516,2.7111,0.2501,0.9153,0.5869,0.33,보증,0,221869993,182707322,-0.4667,0.3293,0.8306,0.1858,0,KPN741,20040413.0,0,0,미참여,3.3353,0,2.4223,0,-1.6169,HA5701,0.6065,-0.4196,0,0,221268287.0,1221268287.0,1221400961.0,221400961.0,KPN338,,
736,KPN742,221870073,0.00%,KPN338,KPN147,KPN248,10.0637,0.77,7.5161,0.79,-2.6452,0.81,0.6802,0.82,0.0035,0.84,-0.0327,0.0052,-0.8259,0.3835,0.1045,-0.45441791,0.83,-0.41310292,0.84,1.4332,0.82,0.3663,0.79,0.4487,0.76,0.6131,0.77,0.1978,0.77,0.6351,0.8,0.4021,0.77,1.4818,0.78,-0.3028,-0.3168,0.3719,0.719,0.3507,0.4742,0.1479,0.4658,0.5856,0.7509,0.5127,0.81,-0.5484,0.79,1.4384,0.76,0.4946,0.66,-0.4687,0.67,0.351,0.85,-0.5367,0.71,0.0169,0.71,-0.2781,0.69,-0.1961,0.74,0.2248,-0.3129,0.6387,0.9471,-0.3949,0.1603,-0.5097,0.0965,-0.2868,0.0386,0.26,0.82,1.4774,0.83,0.6437,0.82,0.1996,0.76,2.0785,0.85,1.5957,0.85,2.2391,0.84,0.9773,0.83,1.3925,0.77,4.722,0.78,-0.1847,-0.5739,0.1035,-0.7047,0.1722,0.2665,0.0008,0.1196,-0.1414,0.3373,-0.0314,0.81,-0.2012,0.84,0.067,0.8,-0.1834,0.72,0.1688,0.84,0.0914,0.84,0.0624,0.84,0.0103,0.8,-0.0695,0.71,0.3273,0.79,-0.3602,-1.2761,0.3755,-1.1709,0.3267,0.3839,-0.0046,0.1221,-0.183,0.809,0,Y,-0.2781,-0.5367,0.0052,-2.6452,0.0035,판매,0,Y,7.5161,10.0637,-0.8259,0.5127,0.6802,0.1045,보증,0,221870073,182711541,-0.0327,0.3835,0.0169,0.4946,0,KPN742,20040426.0,0,0,참여,0.351,0,1.4384,0,-0.1961,HA5701,-0.5484,-0.4687,0,0,221268287.0,1221268287.0,1221462973.0,221462973.0,KPN338,,
737,KPN743,221841992,0.00%,KPN393,KPN123,KPN107,16.4361,0.71,4.3591,0.75,-0.6417,0.79,-0.0982,0.8,-1.7228,0.82,0.3434,-0.1402,-0.4163,-0.0692,-1.6971,-2.57821369,0.78,-2.39110613,0.79,0.0883,0.77,-1.3262,0.74,0.6806,0.71,-0.0498,0.71,-0.5637,0.72,-0.0783,0.75,-0.095,0.71,-1.0105,0.72,-1.5686,-1.4339,-0.2633,-1.4221,0.6588,-0.4829,-0.945,-0.3381,-0.4745,-0.4727,-3.8515,0.78,-2.7027,0.75,-1.0711,0.72,-1.4284,0.62,0.0881,0.63,-1.0168,0.83,-0.3698,0.67,0.099,0.67,-0.8794,0.64,-2.1915,0.7,-1.8542,-1.3952,-0.4915,-2.0181,0.2914,-0.7519,-0.3223,0.2634,-1.0955,-0.7351,0.1213,0.79,1.1642,0.8,0.1184,0.79,0.4781,0.73,-0.4924,0.82,-0.1916,0.82,0.1945,0.82,-0.259,0.8,0.209,0.73,1.0445,0.75,-0.5752,-0.7045,-0.8997,-0.4561,-1.2917,-0.9827,-0.879,-1.2302,-0.8237,-0.8728,-0.0031,0.79,0.1002,0.82,-0.0246,0.77,0.0444,0.69,-0.2946,0.82,-0.1969,0.82,-0.1685,0.82,-0.1658,0.78,-0.1991,0.68,-0.0864,0.76,0.0947,-0.3077,-0.7357,0.0372,-1.5321,-0.7874,-0.7215,-1.2554,-0.7221,-0.5407,0,N,-0.8794,-0.3698,-0.1402,-0.6417,-1.7228,미판매,0,N,4.3591,16.4361,-0.4163,-3.8515,-0.0982,-1.6971,후보,0,221841992,182230783,0.3434,-0.0692,0.099,-1.4284,0,KPN743,20040411.0,0,0,미참여,-1.0168,0,-1.0711,0,-2.1915,HA5702,-2.7027,0.0881,0,0,221334724.0,1221334724.0,1221349159.0,221349159.0,KPN393,,
738,KPN744,223012956,0.00%,KPN450,KPN243,KPN263,6.9207,0.95,12.1376,0.88,2.4857,0.85,2.1354,0.85,1.0323,0.87,-0.2182,0.2179,0.223,1.23,1.1783,1.33643961,0.95,1.22975647,0.95,1.9408,0.94,0.3202,0.93,-0.009,0.91,-0.1736,0.92,0.5743,0.91,-0.3306,0.94,0.233,0.91,1.0457,0.93,0.7646,0.6111,0.6117,0.6607,-0.2574,-0.6616,0.6883,-0.6223,0.2251,0.5368,2.3747,0.84,3.044,0.82,2.6596,0.79,0.5813,0.69,0.6928,0.7,1.2604,0.88,0.0626,0.74,0.5614,0.74,1.1771,0.71,1.1495,0.77,1.1119,1.4917,1.1886,1.0808,1.0369,0.7668,0.1632,1.2035,1.6705,0.5603,0.4054,0.86,2.7489,0.88,0.6583,0.87,0.7806,0.8,1.2843,0.89,0.6561,0.88,2.3243,0.89,1.2279,0.87,0.6188,0.82,3.6687,0.85,0.2245,-0.0434,0.1313,-0.186,-0.2801,-0.3902,0.0375,0.3932,-0.5875,-0.0093,0.0089,0.84,0.1473,0.86,0.0459,0.82,-0.0258,0.75,-0.0387,0.86,-0.1507,0.87,0.0865,0.86,0.0861,0.83,-0.3159,0.74,-0.0711,0.81,0.2877,-0.1565,0.1186,-0.3348,-0.5056,-0.5998,0.0701,0.7143,-1.2082,-0.4906,0,N,1.1771,0.0626,0.2179,2.4857,1.0323,미판매,0,N,12.1376,6.9207,0.223,2.3747,2.1354,1.1783,보증,0,223012956,188406984,-0.2182,1.23,0.5614,0.5813,0,KPN744,20041220.0,0,0,미참여,1.2604,0,2.6596,0,1.1495,HA5701,3.044,0.6928,0,0,221399053.0,1221399053.0,1221657153.0,221657153.0,KPN450,,
739,KPN745,221970952,,KPN369,KPN116,,4.3121,0.0,2.6305,0.0,1.2516,0.0,-0.1193,0.0,-0.2875,0.0,-0.3722,-0.2197,-0.0293,-0.0815,-0.1991,-0.15728556,0.0,-0.11533368,0.0,0.1446,0.0,-0.4732,0.0,0.4055,0.0,0.0777,0.0,-0.1107,0.0,-0.0023,0.0,-0.2001,0.0,0.2739,0.0,-0.1257,-0.1486,-0.2367,-0.343,0.2933,-0.2988,-0.2948,-0.2524,-0.6987,0.1579,-0.1573,0.58,-1.0182,0.57,-2.0062,0.54,-1.0184,0.48,-0.2308,0.48,-0.5285,0.63,-0.6073,0.51,-0.4178,0.51,-0.9348,0.49,0.4581,0.53,-0.0943,-0.5489,-0.9126,-1.3858,-0.1016,-0.4262,-0.589,-0.7874,-1.1701,0.2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,N,-0.9348,-0.6073,-0.2197,1.2516,-0.2875,미판매,0,N,2.6305,4.3121,-0.0293,-0.1573,-0.1193,-0.1991,후보,0,221970952,182739811,-0.3722,-0.0815,-0.4178,-1.0184,0,KPN745,20041229.0,0,0,미참여,-0.5285,0,-2.0062,0,0.4581,HA5702,-1.0182,-0.2308,0,0,221328326.0,151221422.0,167503284.0,221483763.0,KPN369,,
740,KPN746,223120242,0.00%,KPN393,KPN123,KPN209,3.0416,0.72,4.2002,0.77,4.2928,0.8,0.1113,0.81,-2.0362,0.83,-0.4472,-0.1475,0.5924,0.0527,-2.0241,-2.64693689,0.8,-1.93591177,0.8,-1.9105,0.78,-2.5459,0.75,0.6672,0.72,0.5409,0.73,-0.9288,0.73,0.2502,0.76,-0.1587,0.73,-2.5223,0.74,-1.6096,-1.1769,-1.2073,-2.965,0.641,0.3699,-1.469,0.0322,-0.6105,-1.2149,-3.0315,0.8,-3.0941,0.78,-3.0585,0.75,-1.6505,0.65,-0.2573,0.66,-0.6178,0.84,-0.4813,0.69,-0.584,0.7,-1.2923,0.67,-2.4594,0.72,-1.4636,-1.5918,-1.3865,-2.3605,-0.1343,-0.4858,-0.4475,-1.1253,-1.6508,-0.839,0.4356,0.8,4.0855,0.81,1.0877,0.8,1.5934,0.74,2.3742,0.83,2.6391,0.83,3.9528,0.82,1.5177,0.81,2.9554,0.74,1.5211,0.76,0.3095,0.5143,0.9515,0.5397,0.3405,0.9957,0.7383,0.7096,0.7597,-0.716,0.0145,0.8,0.477,0.82,0.1658,0.78,0.1733,0.7,0.2256,0.83,0.3435,0.83,0.4643,0.82,0.1358,0.79,0.2511,0.69,-0.5892,0.77,0.3773,0.903,1.5734,0.7208,0.5545,1.4077,1.2429,1.1034,1.1511,-2.1808,0,N,-1.2923,-0.4813,-0.1475,4.2928,-2.0362,미판매,0,N,4.2002,3.0416,0.5924,-3.0315,0.1113,-2.0241,후보,0,223120242,195085905,-0.4472,0.0527,-0.584,-1.6505,0,KPN746,20050520.0,0,0,미참여,-0.6178,0,-3.0585,0,-2.4594,HA5702,-3.0941,-0.2573,0,0,221334724.0,1221334724.0,1221466047.0,221466047.0,KPN393,,
741,KPN747,223203480,,KPN369,KPN116,,-0.7342,0.0,-4.8685,0.0,-4.1467,0.0,-0.0745,0.0,0.2654,0.0,-0.67,-0.5649,-1.1329,-0.0554,0.3779,0.65040398,0.0,0.43388087,0.0,-0.3141,0.0,-0.0236,0.0,-0.2048,0.0,-0.2661,0.0,-0.2272,0.0,-0.7878,0.0,-0.5355,0.0,-0.3389,0.0,0.3558,0.1616,-0.4533,0.2257,-0.5176,-0.7952,-0.462,-1.1374,-1.4141,-0.143,-0.2292,0.58,-0.3533,0.57,-2.2251,0.54,-1.1306,0.48,-0.4113,0.48,-0.7561,0.62,-0.8335,0.51,-0.3595,0.51,-1.3958,0.49,-0.0511,0.53,-0.1286,-0.2149,-1.0112,-1.5588,-0.3242,-0.578,-0.843,-0.6689,-1.7901,0.0948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,N,-1.3958,-0.8335,-0.5649,-4.1467,0.2654,미판매,0,N,-4.8685,-0.7342,-1.1329,-0.2292,-0.0745,0.3779,후보,0,223203480,196131687,-0.67,-0.0554,-0.3595,-1.1306,0,KPN747,20051201.0,0,0,미참여,-0.7561,0,-2.2251,0,-0.0511,HA5702,-0.3533,-0.4113,0,0,221328326.0,151221422.0,140082265.0,221286481.0,KPN369,,
742,KPN748,223362627,0.00%,KPN485,KPN266,KPN147,8.8058,0.77,3.1688,0.78,0.7501,0.8,-1.0617,0.8,-1.3384,0.83,-0.107,-0.195,-0.1318,-0.6296,-1.2959,2.20348954,0.84,2.44177294,0.85,1.006,0.83,-0.4479,0.8,-0.8982,0.77,-0.6269,0.77,-0.102,0.78,-0.6137,0.81,-0.5424,0.77,-1.4856,0.79,1.2814,1.2956,0.1702,-0.311,-1.4388,-1.316,-0.2823,-0.9414,-1.4288,-0.7059,2.788,0.79,3.5188,0.77,0.892,0.73,-0.1004,0.63,0.1717,0.64,-0.371,0.84,-0.7532,0.68,-0.8192,0.69,-0.2992,0.65,-0.5463,0.71,1.3088,1.7303,0.3926,0.0296,0.3946,-0.3212,-0.7528,-1.6036,-0.3152,-0.0972,0.5793,0.81,3.6174,0.81,0.8842,0.81,1.2494,0.74,4.1869,0.83,1.732,0.83,3.9455,0.83,1.6629,0.81,1.5322,0.75,1.9717,0.77,0.714,0.319,0.5628,0.2326,1.3727,0.3617,0.7352,0.868,-0.0609,-0.5677,0.0663,0.8,0.3778,0.82,0.1124,0.78,0.133,0.7,0.7497,0.83,0.1149,0.83,0.5236,0.82,0.2131,0.79,-0.0939,0.69,-0.3365,0.77,1.2088,0.5843,0.9254,0.5068,2.6566,0.4791,1.4268,1.7078,-0.2845,-1.3565,0,N,-0.2992,-0.7532,-0.195,0.7501,-1.3384,미판매,0,N,3.1688,8.8058,-0.1318,2.788,-1.0617,-1.2959,후보,0,223362627,195285299,-0.107,-0.6296,-0.8192,-0.1004,0,KPN748,20060208.0,0,0,미참여,-0.371,0,0.892,0,-0.5463,HA5702,3.5188,0.1717,0,0,221418917.0,1221418917.0,1221296551.0,221296551.0,KPN485,,
